,text
3238,worst app and worst customer service totally this is fake app
3239,nice app easy to use and very helpful.
3240,"process is too much irritating,first they says that loan is approved and at final stage of disbursements,and on that hand that are saying its rejected,customer support is not helpful keeping call on hold for more then half hr just for transferring the call to sales department,still i didn't get my loan amount,they call and says to complete mandate registration but not discussing the amount it's very pathetic.i suggest everyone not to take loan from tata capital they are just cooling people's"
3241,superb services by tata capital thanks once again
3242,bad experience recently i am existing customer but there is a log in problem in this app.top not allowed and not accepted here and often saying please try again.. please solve my problem...
3243,"at now, ....worst app"
3244,"i have raised request few days back, as they committed it is suppose to be closed in 7 working days. it's been 17 days still issue was not resolved, escalated tough. such a bad customer service i have ever seen."
3245,good
3246,unable to login
3247,great.
3248,phone numbers doesn't works what is the use of app.
3249,this app is not working in kerala
3250,post update you will not get number of agent /owner. now you need to wait for call. bad update.
3251,don't pay rent using this app
3252,very very nice application. its really amazing. thank you team
3253,such a amazing app with great working and fantastic features. really really it is a very good app for sell or buying of property or other ting.good
3254,this application really awesome. this application very helpful for me and my family love it
3255,housing is one of my favorite app for rent buy and sell house...best ever app to use for our requirement..like this app
3256,one of the best app in play store for buy sell and rent home . it's service is very fast and good. i'm impressed...
3257,loading kills patience
3258,its an amazing app.it have nice functions.it is easy to use.i am using this last 5months.i am happy with this.
3259,good
3260,housing has a client for life! the best options for homes in all cities! i'll be choosing those guys even after i wish to opt out of pg living!
3261,it is great that today we can pay rent online through home app.
3262,"awesome features like online rent payment, love the app experience!"
3263,home program is actually efficient in assisting you to locate your dream home!
3264,easy to utilize app. good user interface and filtering options for various possessions
3265,"that is the finest of the actual estate apps, easy and productive."
3266,"housing is an app altogether with great features, this application is very easy to handle. an amazing app."
3267,among the greatest property programs ever. the interface is so smooth.
3268,"great app, the advantage it provides to pay rent online is just amazing. housing is wonderful"
3269,excellent and helpful app for property buyers and sellers and land leasing.
3270,"a wonderful concept, particularly when comes to rent paying, very beneficial in online rent payment."
